FBgn	Chr	Start	Stop	Strand
FBgn0011944	3R	13443832	13443903	-
FBgn0038527	3R	13444001	13444513	-
FBgn0038528	3R	13444855	13445333	+
FBgn0051570	3R	13445460	13445532	+
FBgn0011945	3R	13445683	13445754	+
FBgn0011840	3R	13445866	13445938	-
FBgn0038529	3R	13447190	13447822	-
FBgn0053534	3R	13448268	13448340	+
FBgn0011993	3R	13450287	13450360	-
FBgn0011994	3R	13450528	13450601	-
FBgn0038530	3R	13450990	13451810	+
FBgn0038531	3R	13452849	13454734	+
FBgn0051591	3R	13454808	13454880	-
FBgn0051569	3R	13456764	13456836	-
FBgn0051573	3R	13457401	13457472	+
FBgn0051568	3R	13471029	13471101	-
FBgn0051578	3R	13471332	13471403	+
FBgn0051579	3R	13472090	13472162	+
FBgn0051580	3R	13472405	13472477	-
FBgn0051577	3R	13482867	13482939	+
FBgn0051575	3R	13484103	13484175	-
FBgn0038532	3R	13486346	13494939	+
FBgn0051576	3R	13493909	13493981	+
FBgn0038533	3R	13494941	13496616	-
FBgn0000063	3R	13497020	13499550	+
FBgn0038535	3R	13499903	13508234	-
FBgn0038536	3R	13508393	13509476	+
FBgn0051251	3R	13509531	13510633	-
FBgn0051360	3R	13510824	13511531	+
FBgn0051249	3R	13511399	13512783	-
FBgn0003013	3R	13513540	13544059	-
FBgn0038538	3R	13545196	13548679	+
FBgn0038539	3R	13550146	13550766	-
FBgn0016650	3R	13551248	13558952	+
FBgn0038540	3R	13559360	13559807	+
FBgn0038541	3R	13565657	13571642	+
FBgn0038542	3R	13577504	13583283	-
FBgn0038543	3R	13595816	13600009	-
FBgn0038544	3R	13602968	13609720	-
FBgn0038545	3R	13620819	13622039	+
FBgn0038546	3R	13622088	13624047	-
FBgn0038547	3R	13624599	13627015	-
FBgn0038548	3R	13627262	13628951	-
FBgn0038549	3R	13628953	13630970	-
FBgn0038550	3R	13631627	13632807	-
FBgn0038551	3R	13633118	13634946	-
FBgn0038552	3R	13635117	13636854	-
FBgn0051246	3R	13637266	13663922	+
FBgn0038554	3R	13678096	13696493	+
FBgn0053547	3R	13700748	13734462	-
FBgn0038558	3R	13732167	13732880	+
FBgn0000363	3R	13757595	13841516	+
FBgn0000477	3R	13845099	13846883	+
FBgn0038564	3R	13847327	13849413	+
FBgn0038565	3R	13849429	13851100	+
FBgn0010389	3R	13870936	13878706	-
FBgn0038566	3R	13906843	13908189	+
FBgn0003499	3R	13916525	13959471	+
FBgn0051242	3R	13934359	13934430	+
FBgn0051518	3R	13934715	13934786	+
FBgn0038567	3R	13977842	13979364	+
FBgn0038568	3R	13984492	13985145	+
FBgn0038569	3R	13987487	13990115	-
FBgn0022943	3R	13990385	13991161	+
FBgn0038570	3R	13991163	13992967	-
FBgn0038571	3R	13991163	13992967	-
FBgn0042693	3R	13993451	14003768	+
FBgn0038574	3R	14005431	14009201	-
FBgn0038575	3R	14009378	14011437	-
FBgn0038576	3R	14011241	14013594	+
FBgn0038577	3R	14013519	14014384	-
FBgn0038578	3R	14014787	14016987	+
FBgn0038579	3R	14017046	14017525	-
FBgn0011481	3R	14020582	14025317	-
FBgn0028499	3R	14026027	14040729	+
FBgn0038581	3R	14041856	14043741	+
FBgn0038583	3R	14043850	14046421	-
FBgn0038582	3R	14046248	14047199	+
FBgn0038584	3R	14047240	14049403	-
FBgn0038585	3R	14049449	14050664	+
FBgn0038586	3R	14050624	14051769	-
FBgn0038587	3R	14052113	14054428	+
FBgn0011701	3R	14061916	14065326	+
FBgn0038588	3R	14065142	14067906	-
FBgn0020238	3R	14068253	14074388	+
FBgn0038589	3R	14076836	14077262	+
FBgn0038590	3R	14077220	14078450	-
FBgn0053520	3R	14078565	14081186	-
FBgn0051241	3R	14081252	14083330	+
FBgn0038592	3R	14093510	14096895	+
FBgn0038593	3R	14096908	14100168	-
FBgn0026250	3R	14100387	14108206	+
FBgn0038595	3R	14103885	14105252	-
FBgn0038596	3R	14108793	14109176	-
FBgn0038597	3R	14109384	14112351	+
FBgn0038598	3R	14112337	14114499	-
FBgn0010877	3R	14114579	14124606	-
FBgn0024432	3R	14124927	14125764	+
FBgn0038601	3R	14125918	14127458	-
FBgn0038602	3R	14127892	14128571	-
FBgn0038603	3R	14128998	14140129	-
FBgn0051235	3R	14142728	14154661	-
FBgn0038606	3R	14178556	14181249	-
FBgn0038607	3R	14187716	14190007	+
FBgn0038608	3R	14189966	14191859	-
FBgn0038609	3R	14192378	14193637	+
FBgn0004618	3R	14193624	14198460	-
FBgn0040569	3R	14198383	14199051	+
FBgn0038610	3R	14203842	14206897	-
FBgn0038611	3R	14206851	14210723	-
FBgn0038612	3R	14211568	14212360	+
FBgn0038613	3R	14212555	14215525	-
FBgn0028670	3R	14216039	14224876	-
FBgn0051232	3R	14222717	14230343	+
FBgn0038617	3R	14226091	14228435	-
FBgn0038619	3R	14230732	14231726	+
FBgn0051122	3R	14232353	14238589	-
FBgn0038621	3R	14235923	14237092	-
FBgn0004652	3R	14242315	14371244	-
FBgn0053541	3R	14322558	14323711	-
FBgn0038626	3R	14386004	14386987	+
FBgn0023083	3R	14398817	14415175	+
FBgn0038627	3R	14398817	14416377	+
FBgn0038628	3R	14417561	14418594	+
FBgn0038629	3R	14418740	14424475	-
FBgn0038630	3R	14424478	14425819	+
FBgn0038631	3R	14442476	14443205	-
FBgn0051228	3R	14454189	14454260	-
FBgn0038632	3R	14455395	14456754	-
FBgn0038633	3R	14470177	14475859	+
FBgn0051224	3R	14475843	14484963	-
FBgn0027841	3R	14485114	14486850	+
FBgn0038636	3R	14486839	14489250	-
FBgn0044871	3R	14489464	14491024	+
FBgn0051231	3R	14491083	14493414	+
FBgn0051229	3R	14493655	14494749	+
FBgn0038638	3R	14495114	14500401	+
FBgn0051230	3R	14497401	14497769	+
FBgn0038639	3R	14500398	14503278	-
FBgn0038640	3R	14503605	14506043	+
FBgn0038641	3R	14506328	14511029	+
FBgn0038642	3R	14513308	14518441	-
FBgn0038643	3R	14519010	14519417	-
FBgn0038644	3R	14521072	14521500	+
FBgn0015323	3R	14531174	14544638	+
FBgn0000303	3R	14531245	14558068	+
FBgn0038645	3R	14551116	14552156	-
FBgn0038646	3R	14553293	14554190	-
FBgn0038647	3R	14558423	14558757	+
FBgn0024329	3R	14558755	14569280	-
FBgn0038649	3R	14569786	14571763	-
FBgn0004461	3R	14572094	14576090	+
FBgn0038651	3R	14576294	14584588	-
FBgn0038652	3R	14584956	14620876	-
FBgn0038653	3R	14631873	14674113	-
FBgn0051226	3R	14677025	14677526	-
FBgn0038654	3R	14701507	14702644	+
FBgn0038655	3R	14723840	14724957	+
FBgn0003248	3R	14725143	14726741	+
FBgn0038656	3R	14727384	14727986	-
FBgn0038658	3R	14730655	14731377	-
FBgn0038659	3R	14732332	14736070	+
FBgn0038660	3R	14736766	14738647	-
FBgn0038661	3R	14740690	14752524	+
FBgn0038662	3R	14752813	14754396	-
FBgn0051295	3R	14754918	14757060	+
FBgn0051222	3R	14773021	14776329	+
FBgn0051149	3R	14794218	14802160	+
FBgn0038665	3R	14803989	14804499	-
FBgn0038666	3R	14804697	14806690	-
FBgn0022338	3R	14807123	14808500	+
FBgn0038667	3R	14808678	14809370	-
FBgn0026239	3R	14809747	14848160	+
FBgn0038672	3R	14848323	14849744	-
FBgn0038673	3R	14849869	14850471	+
FBgn0038674	3R	14850842	14851851	+
FBgn0027658	3R	14851890	14854558	-
FBgn0027785	3R	14853074	14853737	+
FBgn0015781	3R	14854659	14855902	+
FBgn0027784	3R	14855690	14856973	-
FBgn0038675	3R	14857251	14858138	+
FBgn0038676	3R	14865273	14869965	+
FBgn0004876	3R	14870604	14920076	-
FBgn0038678	3R	14920110	14920619	-
FBgn0016120	3R	14920720	14921792	+
FBgn0038679	3R	14949722	14957661	+
FBgn0038680	3R	14958174	14960429	+
FBgn0038681	3R	14960881	14962862	+
FBgn0027595	3R	14964788	14973629	-
FBgn0038683	3R	14974351	14985600	-
FBgn0038682	3R	14974354	14979402	-
FBgn0002962	3R	14982962	14985924	+
FBgn0038684	3R	14985821	14988000	-
FBgn0010768	3R	14989943	14996296	+
FBgn0038685	3R	15002722	15003655	+
FBgn0038686	3R	15003802	15006044	-
FBgn0051475	3R	15006383	15026820	+
FBgn0025680	3R	15037915	15041166	+
FBgn0026158	3R	15043466	15052373	-
FBgn0038690	3R	15052620	15053902	-
FBgn0038691	3R	15053985	15054998	-
FBgn0038692	3R	15055215	15056554	+
FBgn0038693	3R	15056486	15071852	-
FBgn0038694	3R	15072774	15073867	-
FBgn0038695	3R	15082988	15085604	+
FBgn0000463	3R	15128453	15151935	-
FBgn0051212	3R	15194717	15228870	-
FBgn0038697	3R	15199479	15200471	-
FBgn0051404	3R	15200863	15201745	-
FBgn0051245	3R	15201917	15202947	-
FBgn0038700	3R	15213581	15215588	+
FBgn0038701	3R	15215994	15217854	+
FBgn0038702	3R	15218912	15220798	+
FBgn0051244	3R	15223239	15224289	-
FBgn0038704	3R	15229177	15232016	+
FBgn0038705	3R	15235045	15236460	+
FBgn0051221	3R	15238416	15286033	+
FBgn0038706	3R	15249479	15250921	-
FBgn0038708	3R	15287601	15288788	-
FBgn0024242	3R	15289255	15421117	+
FBgn0038709	3R	15315292	15316837	-
FBgn0038713	3R	15394934	15412287	+
FBgn0065080	3R	15411918	15411985	+
FBgn0038714	3R	15423224	15424671	-
FBgn0038715	3R	15426375	15428318	+
FBgn0038716	3R	15429833	15432200	+
FBgn0038717	3R	15433034	15435045	+
FBgn0038718	3R	15435947	15438159	+
FBgn0038719	3R	15439103	15441250	+
FBgn0038720	3R	15441744	15458440	-
FBgn0038721	3R	15459140	15468466	-
FBgn0026753	3R	15468975	15470134	-
FBgn0038722	3R	15470750	15472631	+
FBgn0038723	3R	15472641	15474224	-
FBgn0051220	3R	15475289	15476254	+
FBgn0051219	3R	15476984	15478063	+
FBgn0038725	3R	15478339	15483588	-
FBgn0003011	3R	15485470	15489401	+
FBgn0038727	3R	15493462	15496369	+
FBgn0051216	3R	15497183	15524272	+
FBgn0012003	3R	15497999	15498071	-
FBgn0024963	3R	15556681	15601167	+
FBgn0038730	3R	15596568	15598897	-
FBgn0038731	3R	15601195	15603002	-
FBgn0038732	3R	15604488	15606294	+
FBgn0038733	3R	15606974	15608868	+
FBgn0038734	3R	15609245	15611252	+
FBgn0012004	3R	15615844	15615916	+
FBgn0051215	3R	15616694	15616766	+
FBgn0014135	3R	15619795	15662539	-
FBgn0051471	3R	15628412	15628485	+
FBgn0051459	3R	15666567	15667767	+
FBgn0038735	3R	15673045	15680125	+
FBgn0038736	3R	15680162	15683516	-
FBgn0038737	3R	15687337	15688324	+
FBgn0038738	3R	15688230	15690114	-
FBgn0038739	3R	15690179	15692521	+
FBgn0038740	3R	15693192	15700941	-
FBgn0038741	3R	15701935	15703139	-
FBgn0038742	3R	15703470	15705034	+
FBgn0014006	3R	15705441	15711758	+
FBgn0002940	3R	15711968	15713928	-
FBgn0038744	3R	15718471	15724262	+
FBgn0038745	3R	15724548	15729411	-
FBgn0038746	3R	15729384	15730589	-
FBgn0038747	3R	15730861	15739455	+
FBgn0038748	3R	15738929	15739491	-
FBgn0038749	3R	15740111	15741131	-
FBgn0038750	3R	15741590	15743554	-
FBgn0038751	3R	15744254	15746239	+
FBgn0038752	3R	15747466	15749660	-
FBgn0038753	3R	15752158	15754317	-
FBgn0038755	3R	15755436	15834244	-
FBgn0021776	3R	15757521	15760842	-
FBgn0038756	3R	15774192	15774631	+
FBgn0051213	3R	15799235	15804734	+
FBgn0038760	3R	15834718	15837436	+
FBgn0038761	3R	15837498	15838327	-
FBgn0038762	3R	15839594	15843976	+
FBgn0051210	3R	15840511	15843034	-
FBgn0038763	3R	15844300	15847038	-
FBgn0038764	3R	15847425	15852207	+
FBgn0038765	3R	15852209	15853748	-
FBgn0038766	3R	15853778	15855290	+
FBgn0038767	3R	15855282	15857025	-
FBgn0038768	3R	15857542	15860053	+
FBgn0038769	3R	15859598	15861777	-
FBgn0040571	3R	15862142	15881815	-
FBgn0038770	3R	15868479	15874444	+
FBgn0064119	3R	15868479	15874444	+
FBgn0038771	3R	15882140	15885487	-
FBgn0038772	3R	15883472	15885019	+
FBgn0003249	3R	15906772	15908172	-
FBgn0051206	3R	15932837	15933723	-
FBgn0038773	3R	15940661	15942805	+
FBgn0045471	3R	15946782	15947999	+
FBgn0038774	3R	15995158	16000597	+
FBgn0051339	3R	16020071	16020728	+
FBgn0038776	3R	16030531	16042962	+
FBgn0038775	3R	16033923	16035513	-
FBgn0051499	3R	16045573	16045893	+
FBgn0051209	3R	16050937	16070401	+
FBgn0038780	3R	16078505	16116840	+
FBgn0038781	3R	16114002	16114535	-
FBgn0028386	3R	16118988	16127097	+
FBgn0038783	3R	16129800	16130676	-
FBgn0038784	3R	16132035	16133242	-
FBgn0038785	3R	16135925	16136476	+
FBgn0038786	3R	16143815	16149922	+
FBgn0038787	3R	16150802	16153732	-
FBgn0038788	3R	16154192	16155753	+
FBgn0038789	3R	16165876	16169624	+
FBgn0038790	3R	16186068	16186258	+
FBgn0038791	3R	16207036	16211518	-
FBgn0053518	3R	16212372	16219892	-
FBgn0038794	3R	16225013	16227166	-
FBgn0038795	3R	16232392	16233545	-
FBgn0038796	3R	16233987	16234870	+
FBgn0040573	3R	16263311	16263646	-
FBgn0040574	3R	16309477	16310067	+
FBgn0038797	3R	16325764	16327648	-
FBgn0002869	3R	16328960	16329321	-
FBgn0038798	3R	16330510	16331908	+
FBgn0038799	3R	16333112	16338169	-
FBgn0053192	3R	16360727	16361007	+
FBgn0016917	3R	16361405	16378034	-
FBgn0067783	3R	16378111	16383403	-
FBgn0067782	3R	16378356	16380131	-
FBgn0043457	3R	16383652	16385482	+
FBgn0040575	3R	16385429	16385833	-
FBgn0038803	3R	16386582	16398636	+
FBgn0038804	3R	16388208	16389789	-
FBgn0038805	3R	16401073	16402741	-
FBgn0038806	3R	16402730	16403853	+
FBgn0023212	3R	16403780	16405593	-
FBgn0038808	3R	16405634	16406493	+
FBgn0054008	3R	16406459	16407222	-
FBgn0038809	3R	16407487	16411515	-
FBgn0014029	3R	16411844	16414085	-
FBgn0038810	3R	16414437	16416794	+
FBgn0038811	3R	16416808	16418159	-
FBgn0023097	3R	16418885	16438264	+
FBgn0051506	3R	16430471	16430554	-
FBgn0038814	3R	16438331	16442619	-
FBgn0038815	3R	16443632	16446990	+
FBgn0001169	3R	16447665	16454637	+
FBgn0015279	3R	16454694	16460430	-
FBgn0038816	3R	16461910	16469856	+
FBgn0051201	3R	16470509	16474436	-
FBgn0028422	3R	16474311	16478172	-
FBgn0038818	3R	16478289	16485328	-
FBgn0038819	3R	16495293	16498538	+
FBgn0038820	3R	16501944	16503074	-
FBgn0024944	3R	16514740	16540263	-
FBgn0051205	3R	16556142	16558264	+
FBgn0004107	3R	16561342	16563054	+
FBgn0038821	3R	16563088	16564360	-
FBgn0051203	3R	16565836	16579388	+
FBgn0051199	3R	16568522	16569591	-
FBgn0051200	3R	16569956	16571060	-
FBgn0017557	3R	16573851	16574796	-
FBgn0038825	3R	16580802	16581212	+
FBgn0038826	3R	16582451	16631962	+
FBgn0051195	3R	16584169	16588087	-
FBgn0046689	3R	16596658	16598290	-
FBgn0038827	3R	16636525	16641923	-
FBgn0038828	3R	16642163	16644646	-
FBgn0038829	3R	16645348	16647587	-
FBgn0019936	3R	16647901	16649078	+
FBgn0038830	3R	16649028	16649951	-
FBgn0027493	3R	16650378	16656337	-
FBgn0051223	3R	16656914	16658186	+
FBgn0053094	3R	16658507	16665840	+
FBgn0038832	3R	16667864	16670709	+
FBgn0038833	3R	16672833	16673372	+
FBgn0038834	3R	16676271	16677156	+
FBgn0038835	3R	16677430	16680402	-
FBgn0038836	3R	16685134	16685667	-
FBgn0038837	3R	16685904	16691951	-
FBgn0028396	3R	16696758	16697427	+
FBgn0044812	3R	16698710	16699310	+
FBgn0038838	3R	16699672	16700259	+
FBgn0044809	3R	16703458	16704164	+
FBgn0051480	3R	16716420	16716491	+
FBgn0051334	3R	16716844	16716915	+
FBgn0051333	3R	16717380	16717451	+
FBgn0038839	3R	16720165	16723042	-
FBgn0038840	3R	16727716	16733987	+
FBgn0044810	3R	16730638	16731240	-
FBgn0051191	3R	16734935	16771252	-
FBgn0038842	3R	16740023	16753346	+
FBgn0002921	3R	16774436	16801022	+
FBgn0013995	3R	16803998	16840182	+
FBgn0038845	3R	16830881	16832709	-
FBgn0038846	3R	16841671	16842842	+
FBgn0026056	3R	16843426	16846475	+
FBgn0046763	3R	16846756	16849885	-
FBgn0013812	3R	16850741	16868141	-
FBgn0038847	3R	16869815	16870504	+
FBgn0051189	3R	16870643	16871533	-
FBgn0051207	3R	16871753	16872752	-
FBgn0038849	3R	16873550	16874448	-
FBgn0038850	3R	16875272	16876637	-
FBgn0011672	3R	16877279	16886517	-
FBgn0025865	3R	16887402	16890185	-
FBgn0000083	3R	16890951	16896639	+
FBgn0003257	3R	16896275	16899039	-
FBgn0038851	3R	16899729	16902520	+
FBgn0038852	3R	16902636	16906252	-
FBgn0038853	3R	16908758	16923527	-
FBgn0038854	3R	16923892	16927436	-
FBgn0038855	3R	16927936	16930835	+
FBgn0038856	3R	16930943	16933686	-
FBgn0028468	3R	16934170	16936554	+
FBgn0015790	3R	16937129	16941877	+
FBgn0010770	3R	16941958	16943622	+
FBgn0038857	3R	16943646	16944571	-
FBgn0023423	3R	16944973	16953202	-
FBgn0038858	3R	16953446	16954630	+
FBgn0038859	3R	16954672	16955439	-
FBgn0038860	3R	16955941	16958402	+
FBgn0038861	3R	16958456	16959599	-
FBgn0038862	3R	16959984	16963938	+
FBgn0038863	3R	16964409	16966178	+
FBgn0025803	3R	16966463	17038413	+
FBgn0038865	3R	16984955	16986815	-
FBgn0038866	3R	16989512	16990798	+
FBgn0038867	3R	16991436	16993850	-
FBgn0038868	3R	17040794	17041950	+
FBgn0038869	3R	17042988	17044511	-
FBgn0038870	3R	17044801	17048572	+
FBgn0038871	3R	17048579	17049255	-
FBgn0038872	3R	17049426	17055234	+
FBgn0000527	3R	17055552	17062900	-
FBgn0038873	3R	17068351	17071140	+
FBgn0038874	3R	17073026	17090856	+
FBgn0016700	3R	17091748	17094831	-
FBgn0043012	3R	17094931	17095799	-
FBgn0038876	3R	17095859	17097129	+
FBgn0038877	3R	17096644	17099535	-
FBgn0038878	3R	17099965	17101973	-
FBgn0038880	3R	17102557	17119720	-
FBgn0038879	3R	17108919	17109777	+
FBgn0001234	3R	17122345	17136428	+
FBgn0038881	3R	17146476	17175306	-
FBgn0051182	3R	17152158	17153645	-
FBgn0002781	3R	17177331	17203121	-
FBgn0004110	3R	17204701	17207692	+
FBgn0004862	3R	17214605	17216171	+
FBgn0038886	3R	17223588	17225544	-
FBgn0038887	3R	17229820	17232239	+
FBgn0038888	3R	17233174	17233905	+
FBgn0051438	3R	17234849	17235582	+
FBgn0008651	3R	17235699	17259845	-
FBgn0011278	3R	17267314	17272042	-
FBgn0038889	3R	17308047	17312604	+
FBgn0051179	3R	17324802	17325812	+
FBgn0004863	3R	17325977	17338054	+
FBgn0038890	3R	17346663	17353419	+
FBgn0038891	3R	17357220	17357889	-
FBgn0002941	3R	17374375	17383004	-
FBgn0038892	3R	17393241	17394871	-
FBgn0013984	3R	17398221	17406251	-
FBgn0011766	3R	17446026	17486127	-
FBgn0046832	3R	17448226	17448246	-
FBgn0038893	3R	17486908	17488680	-
FBgn0038894	3R	17491300	17492248	+
FBgn0004493	3R	17492275	17497472	-
FBgn0051176	3R	17498018	17545380	-
FBgn0054034	3R	17563219	17564821	-
FBgn0038897	3R	17565827	17570153	+
FBgn0051343	3R	17570991	17574723	+
FBgn0051233	3R	17575575	17578959	+
FBgn0051198	3R	17580046	17583490	+
FBgn0051177	3R	17584496	17586953	+
FBgn0038900	3R	17594410	17595023	+
FBgn0038901	3R	17595273	17595916	+
FBgn0027575	3R	17596055	17601562	-
FBgn0038902	3R	17601860	17602935	+
FBgn0038903	3R	17602558	17603510	-
FBgn0003867	3R	17603836	17608256	-
FBgn0013759	3R	17611467	17648364	-
FBgn0041229	3R	17658225	17659735	+
FBgn0038906	3R	17666627	17667632	+
FBgn0045470	3R	17668243	17669505	-
FBgn0045469	3R	17669736	17670987	-
FBgn0045468	3R	17671176	17672381	-
FBgn0015229	3R	17676627	17681984	-
FBgn0038908	3R	17690922	17691894	+
FBgn0038909	3R	17691892	17693825	-
FBgn0067317	3R	17693768	17694492	+
FBgn0051174	3R	17694403	17695236	-
FBgn0051431	3R	17696406	17699366	+
FBgn0064912	3R	17699461	17700649	+
FBgn0038912	3R	17701025	17703510	+
FBgn0053092	3R	17703658	17706418	+
FBgn0051465	3R	17706648	17709621	+
FBgn0038914	3R	17709640	17710176	-
FBgn0038915	3R	17710433	17711272	-
FBgn0038916	3R	17711398	17713073	-
FBgn0038917	3R	17712763	17732904	+
FBgn0038918	3R	17737538	17739226	+
FBgn0038919	3R	17739471	17741270	+
FBgn0051171	3R	17757887	17758542	-
FBgn0013948	3R	17801348	17837910	+
FBgn0051353	3R	17804516	17804821	-
FBgn0038921	3R	17840419	17841943	+
FBgn0038922	3R	17842264	17845104	-
FBgn0019960	3R	17845227	17849203	-
FBgn0038923	3R	17849266	17850069	+
FBgn0038924	3R	17849978	17851226	-
FBgn0038925	3R	17851687	17853198	-
FBgn0019957	3R	17853427	17855122	+
FBgn0038926	3R	17855428	17857445	-
FBgn0038927	3R	17857865	17860116	-
FBgn0025140	3R	17860020	17864118	+
FBgn0038928	3R	17860204	17861330	+
FBgn0017397	3R	17867914	17905049	+
FBgn0038929	3R	17906184	17908860	+
FBgn0038930	3R	17911093	17912119	-
FBgn0040582	3R	17912855	17913383	+
FBgn0038931	3R	17929136	17931312	+
FBgn0051164	3R	17939149	17940936	+
FBgn0051424	3R	17941193	17942848	-
FBgn0051423	3R	17943362	17945907	-
FBgn0053334	3R	17949850	17952192	+
FBgn0038932	3R	17952004	17959093	+
FBgn0051163	3R	17959580	18123793	+
FBgn0053335	3R	17989469	17990740	-
FBgn0038934	3R	18037546	18042418	+
FBgn0038938	3R	18124538	18129553	+
FBgn0040584	3R	18137665	18137908	-
FBgn0038939	3R	18140586	18141527	-
FBgn0038940	3R	18144056	18144439	-
FBgn0040585	3R	18144467	18144676	-
FBgn0038941	3R	18155039	18156274	+
FBgn0053721	3R	18156791	18157523	+
FBgn0038942	3R	18157884	18158219	+
FBgn0038943	3R	18158807	18159872	-
FBgn0038944	3R	18162844	18166024	-
FBgn0038945	3R	18167012	18167936	-
FBgn0038946	3R	18177965	18181986	+
FBgn0038947	3R	18182397	18186440	+
FBgn0038948	3R	18186498	18188255	-
FBgn0038949	3R	18188643	18190306	+
FBgn0038950	3R	18190261	18191703	-
FBgn0038951	3R	18191802	18192881	-
FBgn0003178	3R	18193234	18198464	+
FBgn0038952	3R	18198557	18201301	+
FBgn0038953	3R	18201667	18205681	+
FBgn0051169	3R	18207062	18212277	+
FBgn0038956	3R	18212326	18214117	-
FBgn0038957	3R	18215502	18218084	+
FBgn0038958	3R	18218212	18219240	-
FBgn0051165	3R	18222250	18222331	+
FBgn0051162	3R	18222521	18222602	-
FBgn0051167	3R	18222902	18222983	-
FBgn0051166	3R	18223294	18223375	+
FBgn0038959	3R	18230169	18230738	+
FBgn0038960	3R	18231701	18234379	+
FBgn0038961	3R	18234285	18236637	-
FBgn0042645	3R	18237055	18244778	+
FBgn0051285	3R	18240265	18243032	+
FBgn0038964	3R	18244817	18246790	-
FBgn0038965	3R	18246877	18248568	+
FBgn0038966	3R	18249027	18250447	-
FBgn0038967	3R	18250934	18253963	-
FBgn0038968	3R	18266023	18272254	-
FBgn0051160	3R	18273762	18285012	+
FBgn0038971	3R	18285327	18286222	+
FBgn0028688	3R	18286380	18287772	-
FBgn0024832	3R	18288176	18290333	+
FBgn0038972	3R	18290635	18291660	+
FBgn0038973	3R	18291813	18292410	+
FBgn0038974	3R	18292627	18293849	-
FBgn0038975	3R	18296207	18309697	+
FBgn0038976	3R	18312927	18313761	+
FBgn0038977	3R	18313753	18314677	-
FBgn0003676	3R	18314807	18317153	-
FBgn0038978	3R	18317551	18318108	+
FBgn0038979	3R	18318881	18319470	+
FBgn0038980	3R	18322939	18342971	+
FBgn0038981	3R	18345804	18354383	-
FBgn0053099	3R	18354642	18356277	-
FBgn0053093	3R	18356416	18357644	-
FBgn0038983	3R	18357894	18365639	-
FBgn0038984	3R	18369414	18373567	-
FBgn0038985	3R	18376405	18382222	+
FBgn0038986	3R	18384583	18388293	-
FBgn0053110	3R	18395911	18406120	+
FBgn0028837	3R	18406497	18407760	+
FBgn0024558	3R	18407749	18408950	-
FBgn0053107	3R	18409074	18410534	-
FBgn0038989	3R	18410508	18411935	+
FBgn0014949	3R	18411787	18414118	-
FBgn0051158	3R	18424680	18434193	+
FBgn0051156	3R	18434382	18439349	-
FBgn0038993	3R	18435207	18436419	+
FBgn0051159	3R	18439486	18442164	+
FBgn0051161	3R	18442233	18444020	+
FBgn0038996	3R	18444205	18445969	+
FBgn0020278	3R	18445690	18465082	-
FBgn0038998	3R	18482336	18484966	+
FBgn0038999	3R	18490471	18491109	+
FBgn0039000	3R	18499891	18508211	+
FBgn0046114	3R	18510728	18512249	-
FBgn0039002	3R	18512626	18513054	+
FBgn0039003	3R	18513289	18516055	-
FBgn0039004	3R	18516250	18520497	+
FBgn0039005	3R	18520749	18523658	+
FBgn0039006	3R	18524047	18526034	+
FBgn0039007	3R	18526480	18527189	-
FBgn0039008	3R	18527729	18530061	+
FBgn0051239	3R	18529257	18529982	-
FBgn0039009	3R	18530073	18532912	-
FBgn0039010	3R	18533508	18536485	-
FBgn0051151	3R	18537264	18546154	-
FBgn0024958	3R	18547042	18550325	-
FBgn0039013	3R	18550606	18552622	-
FBgn0040587	3R	18552703	18554728	+
FBgn0039014	3R	18554740	18555829	+
FBgn0039015	3R	18558330	18559547	-
FBgn0039016	3R	18559727	18566752	-
FBgn0039017	3R	18566952	18568810	+
FBgn0039018	3R	18568675	18571294	-
FBgn0039019	3R	18571350	18572327	+
FBgn0039020	3R	18572167	18573278	-
FBgn0051139	3R	18573455	18574778	-
FBgn0051152	3R	18574736	18576283	-
FBgn0039025	3R	18576614	18602098	+
FBgn0039022	3R	18584568	18586793	-
FBgn0039023	3R	18587323	18589433	-
FBgn0039024	3R	18589680	18591891	-
FBgn0040588	3R	18592596	18593404	-
FBgn0039026	3R	18610206	18618491	+
FBgn0039027	3R	18630013	18632211	+
FBgn0039028	3R	18640359	18641720	-
FBgn0039029	3R	18669914	18671034	-
FBgn0017590	3R	18725024	18787456	+
FBgn0039030	3R	18749193	18750073	+
FBgn0051281	3R	18792023	18793183	+
FBgn0039031	3R	18802993	18803613	+
FBgn0051052	3R	18807179	18819283	-
FBgn0039033	3R	18813003	18814225	+
FBgn0039034	3R	18815017	18816290	+
FBgn0039036	3R	18826174	18827214	-
FBgn0039037	3R	18833685	18834038	-
FBgn0039038	3R	18838236	18840796	+
FBgn0039039	3R	18846944	18852435	-
FBgn0039040	3R	18859060	18861229	-
FBgn0039041	3R	18867963	18868392	+
FBgn0039042	3R	18869712	18870383	+
FBgn0039043	3R	18870388	18873910	-
FBgn0039044	3R	18875373	18879804	-
FBgn0041225	3R	18877411	18878625	+
FBgn0039045	3R	18880132	18883268	-
FBgn0053193	3R	18884329	18886991	-
FBgn0027526	3R	18887217	18888474	+
FBgn0039048	3R	18888497	18891975	-
FBgn0039054	3R	18898344	18938437	-
FBgn0039049	3R	18917449	18919186	+
FBgn0039050	3R	18919220	18920776	+
FBgn0039051	3R	18921415	18922902	+
FBgn0039052	3R	18923454	18924913	+
FBgn0039053	3R	18925260	18926705	+
