Field	Time	C7:X	C7:Y	C7:Z	CLAV:X	CLAV:Y	CLAV:Z	LANK:X	LANK:Y	LANK:Z	LBHD:X	LBHD:Y	LBHD:Z	LBWT:X	LBWT:Y	LBWT:Z	LELB:X	LELB:Y	LELB:Z	LFHD:X	LFHD:Y	LFHD:Z	LFIN:X	LFIN:Y	LFIN:Z	LFRM:X	LFRM:Y	LFRM:Z	LFWT:X	LFWT:Y	LFWT:Z	LHEE:X	LHEE:Y	LHEE:Z	LKNE:X	LKNE:Y	LKNE:Z	LMT5:X	LMT5:Y	LMT5:Z	LSHN:X	LSHN:Y	LSHN:Z	LSHO:X	LSHO:Y	LSHO:Z	LTHI:X	LTHI:Y	LTHI:Z	LTOE:X	LTOE:Y	LTOE:Z	LUPA:X	LUPA:Y	LUPA:Z	LWRA:X	LWRA:Y	LWRA:Z	LWRB:X	LWRB:Y	LWRB:Z	RANK:X	RANK:Y	RANK:Z	RBAC:X	RBAC:Y	RBAC:Z	RBHD:X	RBHD:Y	RBHD:Z	RBWT:X	RBWT:Y	RBWT:Z	RELB:X	RELB:Y	RELB:Z	RFHD:X	RFHD:Y	RFHD:Z	RFIN:X	RFIN:Y	RFIN:Z	RFRM:X	RFRM:Y	RFRM:Z	RFWT:X	RFWT:Y	RFWT:Z	RHEE:X	RHEE:Y	RHEE:Z	RKNE:X	RKNE:Y	RKNE:Z	RMT5:X	RMT5:Y	RMT5:Z	RSHN:X	RSHN:Y	RSHN:Z	RSHO:X	RSHO:Y	RSHO:Z	RTHI:X	RTHI:Y	RTHI:Z	RTOE:X	RTOE:Y	RTOE:Z	RUPA:X	RUPA:Y	RUPA:Z	RWRA:X	RWRA:Y	RWRA:Z	RWRB:X	RWRB:Y	RWRB:Z	STRN:X	STRN:Y	STRN:Z	T10:X	T10:Y	T10:Z
164	1.3583	357.24	592.03	1347.8	511.77	693.08	1254.6	262.95	672.54	286.7	388.18	688.75	1467.6	182.52	625.48	911.83	82.767	898.91	1259.3	500.42	762.76	1514.7	-24.094	873.35	961.23	8.2334	878.89	1161.6	356.64	694.21	819.87	204.1	577.12	273.35	454.4	800.03	533.61	257.66	724.8	157.04	378.3	772.21	448.94	377.09	781.48	1361	394.42	781.13	720.81	334.28	721.77	131.99	245.53	846.05	1336.8	65.521	854.11	1011.2	-37.96	895.71	1076	30.854	226.64	142.48	357.33	489.06	1253.6	451.62	558.05	1470.5	230.62	455.96	926.91	673.23	516.8	1017.4	587.95	665.26	1525.4	728.44	735.81	1226.1	716.74	644.2	1114.5	428.31	433.68	815.28	-77.481	252.9	118.91	242.93	310.18	423.02	100.97	233.4	26.607	123.15	246.14	268.84	515.06	493.92	1329.9	334.36	343.03	552.16	171.43	313.39	30.594	581.36	451.97	1245.2	684.41	637.44	1203	726.71	733.29	1125.5	520.78	691.87	1062.2	263.9	544.96	1183.9
165	1.3667	388.96	617.16	1353.1	540.8	721.68	1259.2	321.71	721.25	265.55	415.66	717.78	1471.2	216.24	647.23	917.11	109.11	911.57	1274.7	527.46	791.88	1518.2	6.1534	886	974.31	35.447	889.64	1175.6	389.05	719.51	825.85	263.21	628.17	240.16	489.32	830.01	539.33	332.8	779.05	136.5	421.12	808.78	445.04	406.99	806.35	1366.8	427.1	806.7	732.69	411.84	774.98	121.25	275.17	865.81	1347.3	95.507	868.58	1025.9	-11.18	903.68	1089.3	41.427	230.71	156.09	393.9	512.64	1259.7	479.1	587.34	1474.2	265.55	479.01	929.07	711.11	544.53	1032.8	615.43	694.9	1529.9	754.87	763.54	1245.6	748.46	673.23	1132.5	461.76	460.9	815.8	-66.387	257.58	137.19	255.06	322.32	433.68	102.27	234.35	29.294	133.47	254.02	282.88	547.91	526.5	1341.6	355.16	361.49	556.4	171.43	313.65	30.594	618.55	485.25	1262	715.01	664.22	1219.8	753.31	763.45	1144.2	548.6	719.34	1066.4	299.26	564.98	1188.2
166	1.3750	420.6	642.9	1359.8	569.92	750.11	1263.9	380.99	769.61	244.49	443.13	746.9	1475.3	249.95	668.64	923.18	136.07	924.22	1286.6	553.98	820.91	1521.8	40.82	899	983.07	64.567	899.95	1185.5	420.94	745.51	831.57	324.22	680.08	207.57	521.74	858.96	541.76	409.24	831.23	117.61	462.37	845.79	438.28	436.89	832.01	1372.6	458.47	832.7	741.79	489.58	825.42	112.75	304.12	886.52	1355.9	128.87	884.01	1037.1	18.287	912	1097.8	56.16	237.73	171.51	429.7	536.21	1266.6	507.35	616.21	1478.9	301.26	502.32	932.02	747.33	570.27	1047.3	642.81	725.15	1534.7	780.09	791.19	1260.4	778.62	701.57	1147	496.34	488.02	817.45	-50.267	265.2	157.99	272.57	337.66	445.56	104.35	235.74	33.627	147.68	265.12	298.48	579.37	559.18	1352.7	379.34	382.03	562.3	170.99	314.17	30.68	654.6	518.79	1278.5	743.95	691.43	1234.2	778.27	792.75	1158.4	577.29	747.25	1071.4	334.54	585.35	1193.4
167	1.3833	451.88	668.99	1367.2	598.96	778.19	1268.7	441.22	817.19	223	470.52	776.28	1480.2	283.32	690.74	929.77	162.76	937.22	1294.3	579.89	849.77	1525.6	78.867	913.13	987.75	94.901	910.01	1190.3	452.4	772.03	837.81	386.54	731.04	176.19	552.24	886.52	541.32	485.86	881.84	102.01	501.63	881.93	428.92	466.18	858.44	1378.3	488.28	859.22	747.42	565.94	873.17	107.12	331.85	907.67	1362.3	165.1	900.3	1043.9	50.787	920.15	1101	75.487	248.04	187.63	464.02	560.48	1273.7	536.21	645.15	1484.8	337.57	524.68	935.66	781.48	593.59	1059.9	670.03	755.74	1540	804.01	819.87	1269.9	807.05	728.96	1157.9	531.62	515.93	819.53	-28.774	276.82	180.96	295.8	356.12	457.17	106.69	237.47	38.394	166.92	279.76	314.43	609.62	590.64	1362.8	406.9	405.17	568.36	170.56	315.04	30.507	684.24	549.9	1291.3	771.51	718.47	1244.9	802.8	820.57	1167.5	607.02	775.33	1077.7	369.81	606.85	1199.7
168	1.3917	482.65	695.25	1374.1	628.08	805.83	1274.5	500.76	862.86	202.72	497.73	805.4	1485.8	316.94	712.67	936.27	188.59	950.57	1297.3	605.98	879.24	1530.4	119.6	928.81	988.18	126.53	920.15	1189.7	483.17	799.25	844.05	448.59	780.09	147.42	580.58	912.43	537.77	560.3	930.03	89.614	538.64	916.68	418.34	494.44	885.05	1383.3	515.93	885.91	749.76	639.09	918.41	104.52	358.89	929.51	1366.7	204.36	917.46	1046.4	86.061	928.21	1098.6	98.541	260.96	204.54	497.3	585.44	1280.9	564.55	674.53	1491.4	374.49	546.87	939.99	813.81	614.73	1070.1	697.67	786.42	1545.5	828.02	848.82	1271.3	834.78	754.96	1166.2	566.63	544.88	821.87	-3.5534	291.9	206.53	324.31	377.52	467.14	111.02	240.85	51.22	191.97	297.1	329.08	638.83	620.54	1371.6	436.11	429.87	574	170.56	315.3	28.947	713.1	579.02	1301.7	798.38	746.12	1251	827.41	847.17	1170.4	637.96	802.71	1084	405.26	629.55	1206.2
169	1.4000	512.9	721.42	1380.3	657.37	833.22	1280.5	558.14	905.33	185.21	525.12	834	1491	350.48	734.07	942.42	214.42	964.43	1294.9	633.37	909.05	1535.4	163.8	946.23	985.24	160.33	931.24	1183.3	513.5	826.55	849.77	509.43	826.37	122.11	606.67	937.31	530.58	630.94	974.4	80.861	573.91	949.53	406.21	521.65	911.13	1387.4	542.62	912.52	749.76	707.38	960.79	105.04	384.98	951.78	1368.8	246.31	936.35	1045.1	124.45	937.05	1090.5	123.67	276.38	223.08	529.8	610.92	1288	592.81	703.65	1497.9	412.28	569.92	945.19	843.79	633.89	1078.2	725.49	816.58	1551.2	852.37	877.33	1269.2	860.61	779.05	1166.7	601.47	573.91	824.99	24.44	309.4	234.26	357.59	402.05	473.98	116.39	246.14	65.521	221.35	316.51	342.42	667.43	649.14	1378.7	471.38	457.78	577.38	168.74	314.34	24.874	741.96	605.37	1310.1	824.47	774.29	1253.7	852.03	871.79	1168	669.85	829.41	1090.5	440.36	652.26	1211.8
170	1.4083	542.54	747.16	1385.5	686.67	860.95	1286.3	612.13	943.55	170.56	552.33	862.51	1495.5	383.16	755.83	947.97	240.76	979.17	1287.4	660.84	937.91	1540.3	212.25	965.82	978.47	196.48	943.89	1171.8	543.58	853.67	854.54	568.1	867.54	100.97	630.42	961.49	520.87	695.16	1014.4	75.141	607.45	979.86	393.21	547.91	936.79	1390.6	568.97	938.52	747.77	768.91	999.8	107.73	410.02	974.49	1368.5	290.86	957.33	1040.2	167.09	947.71	1077.1	151.06	294.67	242.67	561.34	636.49	1294.6	620.54	731.56	1504.7	450.58	593.24	950.39	871.09	651.05	1083.9	753.05	845.87	1556.5	876.21	907.15	1258.4	886.61	801.85	1163.5	636.92	602.77	828.11	55.9	328.21	263.56	395.72	430.13	477.1	126.36	257.66	91.261	254.46	338.44	355.08	696.46	676.87	1385	509.34	487.68	578.42	161.89	312.78	18.373	770.91	630.59	1317.1	850.03	802.37	1250.2	877.16	893.45	1159.6	702.01	855.75	1097.3	473.9	675.23	1216.8
171	1.4167	571.83	773.25	1389.8	715.79	888.25	1292	661.1	976.57	158.69	579.54	890.85	1499.6	415.31	778.19	952.73	267.98	995.38	1275	687.97	965.99	1545.6	264.94	988.01	968.77	235.04	958.71	1156.3	572.61	880.54	857.66	621.67	902.12	84.934	652.35	985.32	510.38	750.71	1049.6	70.894	639.26	1007.1	380.73	573.56	962.44	1392.5	594.97	964	743.26	821.95	1034.5	110.33	434.55	997.46	1365.4	338.87	979.95	1032.8	213.98	961.23	1059.3	181.22	315.3	263.38	592.37	662.23	1300.2	647.75	759.55	1511	488.28	616.73	955.07	896.31	665.95	1087.2	780.35	874.91	1561.6	900.65	936.01	1244.7	912.26	822.39	1155.6	672.97	631.98	831.23	89.961	347.36	294.93	437.32	461.33	476.32	139.71	272.92	119.43	290.77	363.4	366.69	726.79	704.09	1390.2	549.64	520.18	576.77	135.46	319.02	21.927	800.03	655.73	1323.1	876.38	830.1	1245	902.47	912.61	1144.7	733.81	881.75	1103.4	505.79	699.23	1221.6
172	1.4250	601.04	798.99	1393	744.73	914.51	1296.8	703.65	1003.9	149.67	607.02	918.67	1503.4	447.38	799.77	957.33	296.75	1012.6	1258.4	714.75	993.99	1549.9	321.19	1012.6	956.89	276.3	976.31	1136.9	600.95	906.54	859.13	668.38	929.16	73.494	674.1	1008.8	501.28	796.56	1078.4	65.781	668.38	1031.3	370.5	598.79	988.27	1393	620.45	989.14	737.45	865.63	1064.2	110.67	458.73	1020.3	1359.1	390.35	1004	1024.5	265.03	978.21	1038.4	213.46	337.22	287.04	623.66	687.88	1305	675.05	787.63	1515	525.72	640.13	959.32	920.15	678.87	1088.9	807.22	903.25	1566.2	926.47	963.83	1222.8	937.39	840.93	1143.7	708.33	660.84	833.91	125.58	366.26	328.73	482.39	494.87	472.94	158.34	292.59	150.02	330.29	390.7	377.78	758.34	730.95	1394	590.9	554.76	573.3	137.19	338.52	55.9	829.67	680.34	1327.3	903.68	857.05	1231.5	927.95	930.2	1125	765.62	907.75	1108.5	537.34	723.76	1225.1
173	1.4333	630.16	824.21	1395	773.51	940.34	1300.7	738.67	1025.3	143.26	634.23	945.97	1506.3	479.27	820.57	961.23	326.91	1031.3	1238	741.18	1021.5	1552.6	380.56	1039.3	943.63	320.58	996.33	1114.7	629.99	932.19	860.09	708.16	948.4	65.781	695.51	1031.5	494	831.57	1100.3	58.587	693.51	1051.9	363.05	623.57	1014.4	1391.6	645.41	1014.4	731.47	899.52	1088.8	107.29	482.82	1043	1349.7	444.69	1030	1015.7	319.72	998.93	1015.7	248.56	361.92	312.96	654.77	713.19	1309.4	703.05	814.59	1517.5	563.16	663.87	962.44	942.42	690.57	1090.1	833.83	930.63	1569.5	953.51	989.74	1193.6	962.79	858.44	1128.1	743.09	689.27	835.3	163.28	386.8	364.09	529.8	530.75	468	183.91	316.34	181.83	373.54	420.6	388.7	790.93	757.04	1397	633.19	590.29	568.88	159.47	365.91	90.567	859.57	704.95	1329	932.19	884.01	1215.5	952.65	945.45	1101.3	797.08	933.84	1113.1	568.97	747.85	1227.5
174	1.4417	659.28	849.86	1396.4	801.85	966.25	1304.2	765.1	1040.1	137.63	660.93	971.63	1508.1	511.08	841.63	963.65	359.41	1051.9	1214	767.53	1048.8	1554.7	443.22	1067.9	930.89	367.99	1018.8	1090.4	659.8	958.45	861.47	740.31	959.49	61.447	716.22	1052.2	487.85	856.53	1116.2	49.314	714.49	1067.8	356.64	648.01	1040.3	1388.5	669.85	1040.2	726.19	923.7	1108.7	100.01	507.7	1066.6	1337.1	500.85	1057.7	1007.1	377.87	1022.9	992.69	287.91	390.26	339.56	684.76	737.8	1313.3	730.95	841.11	1519.1	598.96	688.05	963.39	963.13	701.57	1090.9	860.17	957.85	1571.8	980.56	1012.7	1159.8	987.32	874.04	1109.3	778.45	718.39	835.47	204.71	412.28	398.5	577.81	568.45	461.94	215.54	341.99	214.85	419.38	452.92	399.88	824.03	782.69	1398.8	676.35	625.83	564.55	185.03	390.96	125.67	889.81	729.39	1329.7	961.14	909.66	1195.5	976.22	957.41	1074.5	828.02	958.97	1116.4	600.17	771.77	1229.3
175	1.4500	688.31	875.25	1397	829.84	991.48	1306.6	784.43	1048.8	131.91	687.45	995.64	1509.1	543.14	863.38	964.87	394.51	1074.4	1187	793.79	1075.8	1555.9	508.56	1098.4	919.37	418	1043.5	1064.5	690.48	985.15	864.07	764.41	964.69	59.454	735.89	1070.2	482.04	872.13	1125.8	39.174	732.17	1079.5	350.05	672.63	1065.8	1383.9	693.77	1066.7	721.94	939.73	1124.4	89.267	533.18	1091.4	1322	558.22	1086.7	999.36	439.06	1049.3	969.89	331.07	421.9	365.48	714.4	761.63	1316.3	757.91	867.71	1520	634.23	711.54	962.61	982.64	712.32	1091.4	886	984.54	1573.6	1007.5	1030.8	1120.6	1010.4	886.78	1088.2	813.98	748.2	835.47	251.08	444.34	430.13	626.26	607.11	456.04	252.2	367.56	248.48	466.88	488.8	410.54	856.27	808.69	1399.7	720.12	661.71	559.78	215.54	412.71	159.81	919.89	753.23	1330.2	989.31	933.06	1170.9	998.93	965.04	1045.2	858.79	983.59	1118.4	630.85	795.78	1230.2
176	1.4583	717.26	899.87	1396.4	857.83	1016.3	1308	799.33	1054.1	126.45	714.05	1020.3	1509	575.12	885.05	964.69	432.21	1098.3	1157.5	819.53	1102.5	1556.5	576.16	1131	908.88	470.43	1070.3	1039	720.73	1011	866.93	782.26	965.91	58.847	754.35	1085.9	476.24	879.76	1131.4	28.514	748.03	1089.1	343.9	696.98	1091.3	1378.3	717.35	1093.4	718.91	948.75	1136.3	74.621	559.35	1116.4	1304.5	616.73	1116.7	993.21	503.1	1078.1	947.88	377.96	456.3	390.35	744.04	785.64	1318.2	784.77	893.8	1520.1	669.68	734.51	960.71	1001.7	723.5	1092.4	912	1011.2	1575.3	1034.5	1043.4	1078.1	1032.5	896.4	1065.7	848.99	778.19	834.69	301.52	481.61	458.04	675.49	646.71	451.02	294.93	393.73	281.58	515.76	526.85	420.42	887.13	834.26	1400	764.23	697.93	554.5	253.59	433.08	192.05	948.57	776.37	1330.2	1017	953.86	1142.1	1020.4	968.33	1013.1	889.12	1008.6	1119.9	661.62	819.35	1230.1
177	1.4667	745.77	924.74	1394.9	885.91	1041.3	1308.3	810.08	1058.3	122.2	740.31	1046	1508	607.37	906.45	963.39	473.12	1123.6	1126.3	845.18	1128.8	1557	646.45	1165.2	900.73	525.98	1098.7	1013.8	750.37	1035.9	869.19	794.22	965.82	58.674	772.21	1100.2	469.91	882.62	1135.6	19.587	762.33	1098.2	338.09	721.33	1116.7	1370.6	740.31	1118.4	716.39	953.43	1146.3	57.027	587.08	1141.5	1283.6	676.09	1147.6	988.96	569.92	1109.8	928.21	428.74	492.96	414.27	773.25	810.77	1318.7	811.99	919.71	1520	704.17	757.65	957.59	1021.2	735.46	1094.1	938.26	1037.9	1576.3	1061.6	1051.9	1033.7	1054.1	903.33	1042.3	883.92	808.09	833.39	353.43	521.65	482.39	725.84	686.75	446.77	344.76	422.94	312	566.54	565.5	431	917.11	859.39	1399.8	809.21	734.16	549.47	300.65	455.18	221.35	976.05	798.64	1330.7	1044.1	971.37	1110.4	1040.4	967.47	979.95	919.37	1034	1121	692.47	842.58	1228.9
178	1.4750	773.59	950.74	1392.5	913.73	1065.8	1307.9	817.45	1060.5	118.56	766.57	1071.9	1507.6	639.35	927.86	961.4	517.75	1150.2	1094.3	871.44	1154.6	1556.9	719.25	1200.3	895.79	583.96	1128.2	989.31	780.35	1061.5	870.92	799.77	965.91	57.807	789.89	1113.9	463.58	883.14	1138.5	15.947	776.45	1107.6	332.89	746.29	1142.3	1361.5	763.02	1141.2	713.19	958.45	1146.7	53.387	616.38	1167.3	1260.6	736.24	1179.2	986.97	639.17	1144	911.22	483.17	531.62	435.68	802.28	836.86	1317.6	838.85	946.49	1519.8	737.97	780.96	952.82	1040.4	748.37	1096.1	964.78	1064	1576.5	1087.8	1052.7	987.92	1075.1	907.41	1019.1	918.59	837.73	832.01	406.9	562.73	502.93	777.41	726.88	443.22	400.75	455.44	337.66	619.67	605.81	441.74	945.97	884.35	1399.1	855.49	770.65	544.96	355.77	480.57	246.48	1002.3	820.57	1331.6	1070.4	984.63	1077	1059.1	962.53	947.97	949.61	1058.9	1120.7	723.15	866.15	1226.6
179	1.4833	800.37	976.74	1389.5	941.73	1090.5	1306.9	823.17	1060.5	115.44	793.27	1098.3	1507.5	671.07	949.7	958.8	566.46	1178.3	1062.1	898.13	1180	1556.3	792.75	1236.1	894.32	644.98	1159.3	965.82	809.73	1087.3	871.09	801.85	964.95	57.287	807.74	1127.8	457	881.84	1139.5	16.12	791.1	1119	327.08	770.47	1167.1	1352	785.64	1162.6	707.81	964.95	1144.4	47.494	647.84	1194.2	1236.4	796.73	1210.8	986.71	710.76	1179.9	896.92	540.2	572.26	453.18	830.19	862.34	1315.1	864.85	972.58	1519.3	772.64	804.27	946.84	1058.7	762.41	1098.6	991.56	1089.9	1576.4	1111.3	1045.8	943.03	1095.6	908.01	997.28	952.91	867.45	830.19	463.06	604.07	519.22	830.62	767.44	440.62	461.24	490.62	358.54	674.97	648.01	451.45	973.27	908.45	1398	902.99	807.05	541.06	416.52	509.34	266.76	1027.4	842.84	1332.4	1095.6	993.9	1043.4	1078.1	952.82	919.11	980.21	1083.3	1119.3	753.75	889.73	1222.7
180	1.4917	826.72	1002.1	1385.7	970.07	1115.4	1305.5	827.59	1059.9	112.93	820.22	1124.3	1506.8	702.09	971.28	956.81	619.85	1207.8	1030	925.26	1205.8	1555.8	865.98	1272.8	897.27	709.89	1192.7	945.11	836.86	1112.8	868.84	803.23	963.39	56.94	825.16	1142.1	450.24	881.23	1139	16.9	806.27	1131.5	320.58	794.48	1191.2	1342	805.57	1182.6	698.71	968.94	1143.1	43.594	681.47	1221.8	1210.9	856.88	1242.5	988.27	784.25	1216.7	886.17	599.39	614.13	466.44	856.88	887.21	1312.2	891.03	997.46	1518.7	807.39	827.41	940.17	1077.6	777.58	1101.2	1018.7	1115.6	1576	1134	1030.6	901.77	1115.6	905.93	977.61	986.8	897.53	827.59	521.39	645.59	531.27	885.39	808.61	439.66	525.2	527.98	374.75	732.08	691.26	459.6	999.45	932.11	1396.7	951.17	843.36	538.12	480.83	541.32	281.93	1052.1	864.94	1332.9	1117.8	999.1	1010.5	1097.5	938.35	895.19	1011.6	1108.5	1117.8	783.21	912.78	1217.5
181	1.5000	852.89	1026.8	1381.2	999.1	1140.3	1303.7	831.75	1059.2	110.76	847.43	1150.3	1505.8	732.34	992.34	955.77	678.17	1238.1	999.19	952.82	1231.2	1555.2	938.43	1309.5	905.67	777.06	1227.5	926.21	863.55	1138.5	866.24	804.97	961.57	56.94	841.54	1155.1	443.3	881.75	1137.9	17.507	820.91	1142.2	313.91	820.13	1215.9	1332.6	824.99	1200.7	688.05	970.59	1143.1	42.467	717.52	1249.5	1185.2	917.2	1274	992.52	858.61	1254.3	881.23	660.67	656.42	476.06	883.66	912	1308.8	916.94	1022.3	1517.9	841.63	850.64	933.41	1097.4	793.35	1103.8	1046.1	1140.5	1575.3	1155.4	1009.9	867.8	1134.6	902.81	962.35	1020	927.69	825.33	580.15	687.62	539.68	941.38	850.38	440.01	591.85	567.06	385.58	791.53	735.29	466.62	1025.3	956.11	1395	999.8	880.71	536.64	548.6	576.16	292.07	1076.4	887.47	1333.1	1137.7	1000.2	980.56	1115.9	921.71	877.59	1043.5	1133.9	1115.9	812.16	936.18	1212
182	1.5083	879.15	1051.4	1376.2	1029.2	1165.3	1301.9	836.25	1058.5	109.46	875.17	1178.2	1505.5	762.85	1014.6	956.72	741.44	1269.9	972.49	980.38	1255.9	1554.6	1009.7	1344.9	918.85	849.51	1263.7	915.73	891.03	1165.2	864.51	807.05	959.06	57.2	856.97	1165.6	436.72	881.84	1136.8	18.287	833.57	1149.1	308.54	846.05	1240.3	1324.3	846.74	1217	678.78	971.54	1142.7	42.034	757.21	1277.1	1161.8	977.78	1305.9	999.97	933.23	1291.4	882.01	723.24	698.8	481.78	909.75	937.22	1304.3	943.03	1047.9	1516.8	875.17	874.21	927.34	1117.9	807.83	1107.3	1073.6	1164.6	1574.3	1174.6	987.32	846.74	1152.5	898.57	952.13	1052.7	957.67	823.86	639.43	728.53	544.18	998.32	893.89	442.26	659.63	606.93	392.34	852.89	779.75	472.25	1050.8	980.12	1392.6	1049.3	919.28	538.12	619.41	614.82	296.58	1100.8	910.53	1333	1156.6	998.32	953.17	1134.1	904.11	866.33	1075.5	1159.5	1114.2	841.45	960.27	1206.4
183	1.5167	905.76	1076.1	1371.8	1059.2	1191.2	1300.7	840.41	1057	108.94	903.42	1206.9	1505.2	794.48	1037.3	958.45	808.95	1303.3	952.21	1008.5	1280.5	1554.4	1080.1	1379.9	936.44	922.57	1300.2	908.19	916.68	1191.1	863.55	808.87	956.72	57.807	871.35	1173	431.34	881.67	1135.9	19.067	843.97	1153.3	305.16	871.7	1263.7	1316.5	870.57	1233.1	672.71	971.8	1141.9	41.34	799.51	1304	1142.3	1037.7	1338.4	1011.6	1008.2	1327.7	887.13	786.07	741.18	483.43	934.97	963.13	1300.3	970.5	1073.3	1515	908.79	897.7	923.7	1138.9	820.83	1112.4	1101.7	1188.9	1573.2	1193.4	964.87	832.61	1169.7	892.85	945.11	1084.6	987.14	823.6	698.8	767.7	544.53	1057.1	939.04	446.86	730.78	649.49	390.78	915.12	824.81	475.89	1078.1	1005.2	1390.2	1099.3	958.71	542.88	693.17	656.68	295.36	1126.1	933.93	1333	1171.8	992	934.1	1152.1	886.17	861.3	1107.7	1185.7	1113.2	870.92	985.15	1201.4
184	1.5250	933.49	1101.3	1369.2	1089.2	1217.6	1299.8	842.67	1055	108.07	932.02	1233.5	1504.4	825.42	1058.9	959.06	877.94	1337	938.87	1037.8	1305	1554.4	1147.6	1414.8	959.67	995.64	1334.7	911.74	941.47	1215.5	862.69	809.91	955.33	58.587	884.53	1178.2	427.62	881.58	1135.5	20.107	852.29	1155.6	302.99	898.13	1287.4	1309.7	893.89	1248.6	669.16	971.8	1141.1	40.994	843.36	1330.5	1127.6	1096	1370.7	1027.5	1082.3	1364.6	899.09	848.82	783.82	481.78	961.14	989.48	1297.8	998.58	1098.3	1513	942.51	921.71	923.61	1159.8	832.53	1119.7	1130.3	1213	1572.3	1209.8	945.11	826.98	1186.9	887.04	946.93	1116.5	1016.4	824.99	757.65	805.49	540.28	1115.7	984.72	454.22	802.11	692.21	387.4	977	869.71	478.4	1107.5	1030.9	1388	1149.1	998.84	550.51	769.35	701.23	288.34	1153.2	957.41	1333.3	1188.2	984.2	924.48	1167.8	869.97	863.21	1139.2	1212.5	1112.6	900.21	1010.7	1198.4
185	1.5333	963.05	1127.5	1367.6	1119.2	1243.8	1298.8	843.27	1053.8	107.38	960.79	1258.4	1503.4	855.93	1081.1	959.58	946.32	1369.8	932.8	1068.2	1329.6	1554.6	1210.5	1448.1	988.88	1066.4	1369.7	920.93	968.16	1239.3	860.35	810.08	954.73	59.801	896.4	1182.6	425.8	881.49	1135.4	20.974	858.79	1156.3	301.86	926.47	1312.2	1305.4	916.07	1262.9	665.52	971.11	1141	41.6	887.91	1356.1	1117.6	1151.9	1402.3	1048.1	1153.8	1401.4	919.19	911.39	826.55	477.1	989.14	1015.6	1297.7	1026.6	1123.8	1510.7	975.7	946.06	924.83	1180.5	843.19	1130.5	1159.5	1236.8	1571.5	1223.6	928.81	828.11	1203.8	881.84	952.56	1148.2	1044.7	827.67	815.8	842.41	531.27	1173	1030.9	464.1	874.21	737.45	376.66	1038.5	913.91	480.31	1137.8	1056.7	1386.1	1199.1	1039.1	561.34	846.91	748.46	276.38	1182.2	981.42	1334.2	1206.3	975.61	921.36	1180.8	857.49	871.44	1169.7	1239.5	1112.1	929.07	1036.7	1197.7
186	1.5417	993.56	1153.7	1366.6	1149.6	1269.5	1298.3	844.57	1053.9	108.16	990.44	1283.3	1502.8	886.87	1104.5	960.19	1013.1	1401.6	934.19	1098.5	1353.9	1555.2	1269.4	1480.4	1022.5	1133.7	1404.1	935.92	994.68	1264	857.23	810.43	954.29	61.967	907.15	1186.4	424.32	881.15	1134.5	20.714	865.29	1157.9	301.17	957.24	1339	1303.5	938.61	1277.1	660.58	970.67	1140.5	41.774	933.06	1381	1112.3	1204.7	1432.4	1072.5	1221.1	1435.4	945.11	973.62	868.23	468.52	1018.9	1040.8	1299.1	1055.4	1149	1508.7	1008.1	970.93	925.52	1201.2	853.67	1145	1189.3	1260.3	1570.9	1236.7	915.9	835.13	1219.8	878.37	963.31	1179	1071.9	831.23	873.52	878.37	517.49	1229.7	1077.6	476.24	946.84	783.21	362.96	1098.9	958.11	481.52	1168.7	1082.8	1385.3	1248.3	1079.8	574.86	926.21	798.47	261.39	1211.4	1004.7	1336.6	1225.3	968.85	926.13	1192.5	849.77	884.87	1199.4	1266.2	1111.2	958.45	1062.6	1198.5
187	1.5500	1024	1180.2	1366.4	1181.2	1294.7	1298	846.57	1054.7	110.67	1021	1308.1	1502.8	918.07	1127.9	960.27	1076.8	1432.8	941.99	1129.1	1378.2	1555.9	1323.1	1511.6	1059.9	1197.1	1435.6	955.25	1021.9	1288.7	854.89	810.77	954.47	65.694	917.37	1190.6	423.02	880.89	1133.5	20.454	872.13	1161.1	300.74	990	1367.2	1304.8	961.05	1291.7	655.38	971.02	1139.2	41.86	978.3	1409.1	1112.4	1253.2	1461.8	1100.2	1282.6	1468.2	975.27	1035.2	909.14	455.96	1050.3	1064.7	1300.5	1086.4	1173.3	1507.1	1039.8	997.63	925.78	1222	865.2	1162.6	1219.5	1284.1	1571.1	1249.5	906.02	846.57	1235.1	877.16	977.95	1209.7	1098.8	834.78	931.24	914.17	498.86	1285.2	1124.2	489.5	1019.5	830.53	345.37	1157.6	1002.5	480.74	1198.6	1108	1385.9	1295.7	1121.2	590.21	1006.5	852.37	243.8	1239.1	1027.5	1341.5	1245.7	966.51	938.43	1203.7	847.35	903.07	1229.7	1292.8	1110.6	988.79	1087.8	1199.7
